ticker,name,sector,industry,index,sector_etf
MMM,3M,Industrials,Industrial Conglomerates,sp500,XLI
AOS,A. O. Smith,Industrials,Building Products,sp500,XLI
ABT,Abbott Laboratories,Health Care,Health Care Equipment,sp500,XLV
ABBV,AbbVie,Health Care,Biotechnology,sp500,XLV
ACN,Accenture,Information Technology,IT Consulting & Other Services,sp500,XLK
ADBE,Adobe Inc.,Information Technology,Application Software,sp500,XLK
AMD,Advanced Micro Devices,Information Technology,Semiconductors,sp500,XLK
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,sp500,XLU
AFL,Aflac,Financials,Life & Health Insurance,sp500,XLF
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,sp500,XLV
APD,Air Products,Materials,Industrial Gases,sp500,XLB
ABNB,Airbnb,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500,XLY
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,sp500,XLK
ALB,Albemarle Corporation,Materials,Specialty Chemicals,sp500,XLB
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,sp500,XLRE
ALGN,Align Technology,Health Care,Health Care Supplies,sp500,XLV
ALLE,Allegion,Industrials,Building Products,sp500,XLI
LNT,Alliant Energy,Utilities,Electric Utilities,sp500,XLU
ALL,Allstate,Financials,Property & Casualty Insurance,sp500,XLF
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,sp500,XLC
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,sp500,XLC
MO,Altria,Consumer Staples,Tobacco,sp500,XLP
AMZN,Amazon,Consumer Discretionary,Broadline Retail,sp500,XLY
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,sp500,XLB
AEE,Ameren,Utilities,Multi-Utilities,sp500,XLU
AEP,American Electric Power,Utilities,Electric Utilities,sp500,XLU
AXP,American Express,Financials,Consumer Finance,sp500,XLF
AIG,American International Group,Financials,Multi-line Insurance,sp500,XLF
AMT,American Tower,Real Estate,Telecom Tower REITs,sp500,XLRE
AWK,American Water Works,Utilities,Water Utilities,sp500,XLU
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,sp500,XLF
AME,Ametek,Industrials,Electrical Components & Equipment,sp500,XLI
AMGN,Amgen,Health Care,Biotechnology,sp500,XLV
APH,Amphenol,Information Technology,Electronic Components,sp500,XLK
ADI,Analog Devices,Information Technology,Semiconductors,sp500,XLK
AON,Aon plc,Financials,Insurance Brokers,sp500,XLF
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,sp500,XLE
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,sp500,XLF
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",sp500,XLK
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,sp500,XLK
APP,AppLovin,Communication Services,Advertising,sp500,XLC
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,sp500,XLY
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,sp500,XLF
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,sp500,XLP
ARES,Ares Management,Financials,Asset Management & Custody Banks,sp500,XLF
ANET,Arista Networks,Information Technology,Communications Equipment,sp500,XLK
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,sp500,XLF
AIZ,Assurant,Financials,Multi-line Insurance,sp500,XLF
T,AT&T,Communication Services,Integrated Telecommunication Services,sp500,XLC
ATO,Atmos Energy,Utilities,Gas Utilities,sp500,XLU
ADSK,Autodesk,Information Technology,Application Software,sp500,XLK
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,sp500,XLI
AZO,AutoZone,Consumer Discretionary,Automotive Retail,sp500,XLY
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,sp500,XLB
AXON,Axon Enterprise,Industrials,Aerospace & Defense,sp500,XLI
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,sp500,XLE
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",sp500,XLB
BAC,Bank of America,Financials,Diversified Banks,sp500,XLF
BAX,Baxter International,Health Care,Health Care Equipment,sp500,XLV
BDX,Becton Dickinson,Health Care,Health Care Equipment,sp500,XLV
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,sp500,XLF
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,sp500,XLY
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,sp500,XLV
BIIB,Biogen,Health Care,Biotechnology,sp500,XLV
BLK,BlackRock,Financials,Asset Management & Custody Banks,sp500,XLF
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,sp500,XLF
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,sp500,XLF
BNY,BNY Mellon,Financials,Asset Management & Custody Banks,sp500,XLF
BA,Boeing,Industrials,Aerospace & Defense,sp500,XLI
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500,XLY
BSX,Boston Scientific,Health Care,Health Care Equipment,sp500,XLV
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,sp500,XLV
AVGO,Broadcom,Information Technology,Semiconductors,sp500,XLK
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,sp500,XLI
BRO,Brown & Brown,Financials,Insurance Brokers,sp500,XLF
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,sp500,XLP
BLDR,Builders FirstSource,Industrials,Building Products,sp500,XLI
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,sp500,XLP
BXP,"BXP, Inc.",Real Estate,Office REITs,sp500,XLRE
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,sp500,XLI
CDNS,Cadence Design Systems,Information Technology,Application Software,sp500,XLK
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,sp500,XLRE
COF,Capital One,Financials,Consumer Finance,sp500,XLF
CAH,Cardinal Health,Health Care,Health Care Distributors,sp500,XLV
CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500,XLY
CARR,Carrier Global,Industrials,Building Products,sp500,XLI
CVNA,Carvana,Consumer Discretionary,Automotive Retail,sp500,XLY
CASY,Casey's,Consumer Staples,Food Retail,sp500,XLP
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,sp500,XLI
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,sp500,XLF
CBRE,CBRE Group,Real Estate,Real Estate Services,sp500,XLRE
CDW,CDW Corporation,Information Technology,Technology Distributors,sp500,XLK
COR,Cencora,Health Care,Health Care Distributors,sp500,XLV
CNC,Centene Corporation,Health Care,Managed Health Care,sp500,XLV
CNP,CenterPoint Energy,Utilities,Multi-Utilities,sp500,XLU
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,sp500,XLB
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,sp500,XLV
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,sp500,XLF
CHTR,Charter Communications,Communication Services,Cable & Satellite,sp500,XLC
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,sp500,XLE
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,sp500,XLY
CB,Chubb Limited,Financials,Property & Casualty Insurance,sp500,XLF
CHD,Church & Dwight,Consumer Staples,Household Products,sp500,XLP
CIEN,Ciena,Information Technology,Communications Equipment,sp500,XLK
CI,Cigna,Health Care,Health Care Services,sp500,XLV
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,sp500,XLF
CTAS,Cintas,Industrials,Diversified Support Services,sp500,XLI
CSCO,Cisco,Information Technology,Communications Equipment,sp500,XLK
C,Citigroup,Financials,Diversified Banks,sp500,XLF
CFG,Citizens Financial Group,Financials,Regional Banks,sp500,XLF
CLX,Clorox,Consumer Staples,Household Products,sp500,XLP
CME,CME Group,Financials,Financial Exchanges & Data,sp500,XLF
CMS,CMS Energy,Utilities,Multi-Utilities,sp500,XLU
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp500,XLP
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,sp500,XLK
COHR,Coherent Corp.,Information Technology,Electronic Components,sp500,XLK
COIN,Coinbase,Financials,Financial Exchanges & Data,sp500,XLF
CL,Colgate-Palmolive,Consumer Staples,Household Products,sp500,XLP
CMCSA,Comcast,Communication Services,Cable & Satellite,sp500,XLC
FIX,Comfort Systems USA,Industrials,Construction & Engineering,sp500,XLI
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,sp500,XLE
ED,Consolidated Edison,Utilities,Multi-Utilities,sp500,XLU
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,sp500,XLP
CEG,Constellation Energy,Utilities,Electric Utilities,sp500,XLU
COO,Cooper Companies (The),Health Care,Health Care Supplies,sp500,XLV
CPRT,Copart,Industrials,Diversified Support Services,sp500,XLI
GLW,Corning Inc.,Information Technology,Electronic Components,sp500,XLK
CPAY,Corpay,Financials,Transaction & Payment Processing Services,sp500,XLF
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,sp500,XLB
CSGP,CoStar Group,Real Estate,Real Estate Services,sp500,XLRE
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,sp500,XLP
CRH,CRH plc,Materials,Construction Materials,sp500,XLB
CRWD,CrowdStrike,Information Technology,Systems Software,sp500,XLK
CCI,Crown Castle,Real Estate,Telecom Tower REITs,sp500,XLRE
CSX,CSX Corporation,Industrials,Rail Transportation,sp500,XLI
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,sp500,XLI
CVS,CVS Health,Health Care,Health Care Services,sp500,XLV
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,sp500,XLV
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,sp500,XLY
DDOG,Datadog,Information Technology,Application Software,sp500,XLK
DVA,DaVita,Health Care,Health Care Services,sp500,XLV
DECK,Deckers Brands,Consumer Discretionary,Footwear,sp500,XLY
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,sp500,XLI
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",sp500,XLK
DAL,Delta Air Lines,Industrials,Passenger Airlines,sp500,XLI
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,sp500,XLE
DXCM,Dexcom,Health Care,Health Care Equipment,sp500,XLV
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,sp500,XLE
DLR,Digital Realty,Real Estate,Data Center REITs,sp500,XLRE
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,sp500,XLP
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,sp500,XLP
D,Dominion Energy,Utilities,Multi-Utilities,sp500,XLU
DPZ,Domino's,Consumer Discretionary,Restaurants,sp500,XLY
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,sp500,XLY
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
DOW,Dow Inc.,Materials,Commodity Chemicals,sp500,XLB
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,sp500,XLY
DTE,DTE Energy,Utilities,Multi-Utilities,sp500,XLU
DUK,Duke Energy,Utilities,Electric Utilities,sp500,XLU
DD,DuPont,Industrials,Industrial Conglomerates,sp500,XLI
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,sp500,XLI
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,sp500,XLY
ECHO,EchoStar,Communication Services,Wireless Telecommunication Services,sp500,XLC
ECL,Ecolab,Materials,Specialty Chemicals,sp500,XLB
EIX,Edison International,Utilities,Electric Utilities,sp500,XLU
EW,Edwards Lifesciences,Health Care,Health Care Equipment,sp500,XLV
ELV,Elevance Health,Health Care,Managed Health Care,sp500,XLV
EME,Emcor,Industrials,Construction & Engineering,sp500,XLI
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,sp500,XLI
ETR,Entergy,Utilities,Electric Utilities,sp500,XLU
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,sp500,XLE
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,sp500,XLE
EFX,Equifax,Industrials,Research & Consulting Services,sp500,XLI
EQIX,Equinix,Real Estate,Data Center REITs,sp500,XLRE
ERIE,Erie Indemnity,Financials,Insurance Brokers,sp500,XLF
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,sp500,XLRE
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,sp500,XLP
EG,Everest Group,Financials,Reinsurance,sp500,XLF
EVRG,Evergy,Utilities,Electric Utilities,sp500,XLU
ES,Eversource Energy,Utilities,Electric Utilities,sp500,XLU
EXC,Exelon,Utilities,Electric Utilities,sp500,XLU
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,sp500,XLE
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500,XLY
EXPD,Expeditors International,Industrials,Air Freight & Logistics,sp500,XLI
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,sp500,XLRE
XOM,ExxonMobil,Energy,Integrated Oil & Gas,sp500,XLE
FFIV,"F5, Inc.",Information Technology,Communications Equipment,sp500,XLK
FDS,FactSet,Financials,Financial Exchanges & Data,sp500,XLF
FICO,Fair Isaac,Information Technology,Application Software,sp500,XLK
FAST,Fastenal,Industrials,Trading Companies & Distributors,sp500,XLI
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,sp500,XLRE
FDX,FedEx,Industrials,Air Freight & Logistics,sp500,XLI
FDXF,FedEx Freight,Industrials,Cargo Ground Transportation,sp500,XLI
FERG,Ferguson Enterprises,Industrials,Trading Companies & Distributors,sp500,XLI
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,sp500,XLF
FITB,Fifth Third Bancorp,Financials,Regional Banks,sp500,XLF
FSLR,First Solar,Information Technology,Semiconductors,sp500,XLK
FE,FirstEnergy,Utilities,Electric Utilities,sp500,XLU
FISV,Fiserv,Financials,Transaction & Payment Processing Services,sp500,XLF
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,sp500,XLK
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,sp500,XLY
FTNT,Fortinet,Information Technology,Systems Software,sp500,XLK
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,sp500,XLC
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,sp500,XLC
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,sp500,XLF
FCX,Freeport-McMoRan,Materials,Copper,sp500,XLB
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,sp500,XLY
IT,Gartner,Information Technology,IT Consulting & Other Services,sp500,XLK
GE,GE Aerospace,Industrials,Aerospace & Defense,sp500,XLI
GEHC,GE HealthCare,Health Care,Health Care Equipment,sp500,XLV
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,sp500,XLI
GEN,Gen Digital,Information Technology,Systems Software,sp500,XLK
GNRC,Generac,Industrials,Heavy Electrical Equipment,sp500,XLI
GD,General Dynamics,Industrials,Aerospace & Defense,sp500,XLI
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,sp500,XLP
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,sp500,XLY
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,sp500,XLY
GILD,Gilead Sciences,Health Care,Biotechnology,sp500,XLV
GPN,Global Payments,Financials,Transaction & Payment Processing Services,sp500,XLF
GL,Globe Life,Financials,Life & Health Insurance,sp500,XLF
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,sp500,XLK
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,sp500,XLF
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,sp500,XLE
HIG,Hartford (The),Financials,Property & Casualty Insurance,sp500,XLF
HAS,Hasbro,Consumer Discretionary,Leisure Products,sp500,XLY
HCA,HCA Healthcare,Health Care,Health Care Facilities,sp500,XLV
DOC,Healthpeak Properties,Real Estate,Health Care REITs,sp500,XLRE
HSIC,Henry Schein,Health Care,Health Care Distributors,sp500,XLV
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,sp500,XLP
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",sp500,XLK
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500,XLY
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,sp500,XLY
HONA,Honeywell Aerospace,Industrials,Aerospace & Defense,sp500,XLI
HON,Honeywell Technologies,Industrials,Industrial Conglomerates,sp500,XLI
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,sp500,XLP
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,sp500,XLRE
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,sp500,XLI
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",sp500,XLK
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
HUM,Humana,Health Care,Managed Health Care,sp500,XLV
HBAN,Huntington Bancshares,Financials,Regional Banks,sp500,XLF
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,sp500,XLI
IBM,IBM,Information Technology,IT Consulting & Other Services,sp500,XLK
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,sp500,XLV
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
INCY,Incyte,Health Care,Biotechnology,sp500,XLV
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
PODD,Insulet Corporation,Health Care,Health Care Equipment,sp500,XLV
INTC,Intel,Information Technology,Semiconductors,sp500,XLK
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,sp500,XLF
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,sp500,XLF
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,sp500,XLB
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,sp500,XLB
INTU,Intuit,Information Technology,Application Software,sp500,XLK
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,sp500,XLV
IVZ,Invesco,Financials,Asset Management & Custody Banks,sp500,XLF
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,sp500,XLRE
IQV,IQVIA,Health Care,Life Sciences Tools & Services,sp500,XLV
IRM,Iron Mountain,Real Estate,Other Specialized REITs,sp500,XLRE
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,sp500,XLI
JBL,Jabil,Information Technology,Electronic Manufacturing Services,sp500,XLK
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,sp500,XLF
J,Jacobs Solutions,Industrials,Construction & Engineering,sp500,XLI
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,sp500,XLV
JCI,Johnson Controls,Industrials,Building Products,sp500,XLI
JPM,JPMorgan Chase,Financials,Diversified Banks,sp500,XLF
KVUE,Kenvue,Consumer Staples,Personal Care Products,sp500,XLP
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp500,XLP
KEY,KeyCorp,Financials,Regional Banks,sp500,XLF
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,sp500,XLK
KMB,Kimberly-Clark,Consumer Staples,Household Products,sp500,XLP
KIM,Kimco Realty,Real Estate,Retail REITs,sp500,XLRE
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,sp500,XLE
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,sp500,XLF
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,sp500,XLK
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,sp500,XLP
KR,Kroger,Consumer Staples,Food Retail,sp500,XLP
LHX,L3Harris,Industrials,Aerospace & Defense,sp500,XLI
LH,Labcorp,Health Care,Health Care Services,sp500,XLV
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,sp500,XLK
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,sp500,XLY
LDOS,Leidos,Industrials,Diversified Support Services,sp500,XLI
LEN,Lennar,Consumer Discretionary,Homebuilding,sp500,XLY
LII,Lennox International,Industrials,Building Products,sp500,XLI
LLY,Lilly (Eli),Health Care,Pharmaceuticals,sp500,XLV
LIN,Linde plc,Materials,Industrial Gases,sp500,XLB
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,sp500,XLC
LMT,Lockheed Martin,Industrials,Aerospace & Defense,sp500,XLI
L,Loews Corporation,Financials,Multi-line Insurance,sp500,XLF
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,sp500,XLY
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp500,XLY
LITE,Lumentum,Information Technology,Communications Equipment,sp500,XLK
LYB,LyondellBasell,Materials,Specialty Chemicals,sp500,XLB
MTB,M&T Bank,Financials,Regional Banks,sp500,XLF
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,sp500,XLE
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500,XLY
MRSH,Marsh McLennan,Financials,Insurance Brokers,sp500,XLF
MLM,Martin Marietta Materials,Materials,Construction Materials,sp500,XLB
MRVL,Marvell Technology,Information Technology,Semiconductors,sp500,XLK
MAS,Masco,Industrials,Building Products,sp500,XLI
MA,Mastercard,Financials,Transaction & Payment Processing Services,sp500,XLF
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,sp500,XLP
MCD,McDonald's,Consumer Discretionary,Restaurants,sp500,XLY
MCK,McKesson Corporation,Health Care,Health Care Distributors,sp500,XLV
MDT,Medtronic,Health Care,Health Care Equipment,sp500,XLV
MRK,Merck & Co.,Health Care,Pharmaceuticals,sp500,XLV
META,Meta Platforms,Communication Services,Interactive Media & Services,sp500,XLC
MET,MetLife,Financials,Life & Health Insurance,sp500,XLF
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,sp500,XLV
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,sp500,XLY
MCHP,Microchip Technology,Information Technology,Semiconductors,sp500,XLK
MU,Micron Technology,Information Technology,Semiconductors,sp500,XLK
MSFT,Microsoft,Information Technology,Systems Software,sp500,XLK
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,sp500,XLRE
MRNA,Moderna,Health Care,Biotechnology,sp500,XLV
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,sp500,XLP
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,sp500,XLP
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,sp500,XLK
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp500,XLP
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,sp500,XLF
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,sp500,XLF
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,sp500,XLB
MSI,Motorola Solutions,Information Technology,Communications Equipment,sp500,XLK
MSCI,MSCI,Financials,Financial Exchanges & Data,sp500,XLF
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,sp500,XLF
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",sp500,XLK
NFLX,Netflix,Communication Services,Movies & Entertainment,sp500,XLC
NEM,Newmont,Materials,Gold,sp500,XLB
NWSA,News Corp (Class A),Communication Services,Publishing,sp500,XLC
NWS,News Corp (Class B),Communication Services,Publishing,sp500,XLC
NEE,NextEra Energy,Utilities,Multi-Utilities,sp500,XLU
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp500,XLY
NI,NiSource,Utilities,Multi-Utilities,sp500,XLU
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
NSC,Norfolk Southern,Industrials,Rail Transportation,sp500,XLI
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,sp500,XLF
NOC,Northrop Grumman,Industrials,Aerospace & Defense,sp500,XLI
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp500,XLY
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,sp500,XLU
NUE,Nucor,Materials,Steel,sp500,XLB
NVDA,Nvidia,Information Technology,Semiconductors,sp500,XLK
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,sp500,XLY
NXPI,NXP Semiconductors,Information Technology,Semiconductors,sp500,XLK
ORLY,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,sp500,XLY
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,sp500,XLE
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,sp500,XLI
OMC,Omnicom Group,Communication Services,Advertising,sp500,XLC
ON,ON Semiconductor,Information Technology,Semiconductors,sp500,XLK
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,sp500,XLE
ORCL,Oracle Corporation,Information Technology,Application Software,sp500,XLK
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,sp500,XLI
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,sp500,XLB
PLTR,Palantir Technologies,Information Technology,Application Software,sp500,XLK
PANW,Palo Alto Networks,Information Technology,Systems Software,sp500,XLK
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,sp500,XLC
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
PAYX,Paychex,Industrials,Human Resource & Employment Services,sp500,XLI
PYPL,PayPal,Financials,Transaction & Payment Processing Services,sp500,XLF
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,sp500,XLI
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,sp500,XLP
PFE,Pfizer,Health Care,Pharmaceuticals,sp500,XLV
PCG,PG&E Corporation,Utilities,Multi-Utilities,sp500,XLU
PM,Philip Morris International,Consumer Staples,Tobacco,sp500,XLP
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,sp500,XLE
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,sp500,XLU
PNC,PNC Financial Services,Financials,Diversified Banks,sp500,XLF
PPG,PPG Industries,Materials,Specialty Chemicals,sp500,XLB
PPL,PPL Corporation,Utilities,Electric Utilities,sp500,XLU
PFG,Principal Financial Group,Financials,Life & Health Insurance,sp500,XLF
PG,Procter & Gamble,Consumer Staples,Personal Care Products,sp500,XLP
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,sp500,XLF
PLD,Prologis,Real Estate,Industrial REITs,sp500,XLRE
PRU,Prudential Financial,Financials,Life & Health Insurance,sp500,XLF
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,sp500,XLU
PTC,PTC Inc.,Information Technology,Application Software,sp500,XLK
PSA,Public Storage,Real Estate,Self-Storage REITs,sp500,XLRE
PHM,PulteGroup,Consumer Discretionary,Homebuilding,sp500,XLY
PWR,Quanta Services,Industrials,Construction & Engineering,sp500,XLI
QCOM,Qualcomm,Information Technology,Semiconductors,sp500,XLK
DGX,Quest Diagnostics,Health Care,Health Care Services,sp500,XLV
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,sp500,XLK
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp500,XLY
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,sp500,XLF
